Sõna,Abstraktsus,Sagedus keeles,Sagedusgrupp keeles,Sagedusgrupp õpikuis,Sagedus õpikuis,Sagedus 123,Sagedus 4,Sagedus 5,Sagedus 6,Sagedus 7,Sagedus 8,Sagedus 9
lühikonspekt,2,-,-,7,1,0,0,0,0,0,0,1
lühinägelik,-,5,5,-,0,0,0,0,0,0,0,0
lühis,3,8,4,-,0,0,0,0,0,0,0,0
lühisõnum,2,-,-,4,4,0,0,0,0,0,0,4
lühitekst,2,-,-,7,1,0,0,0,1,0,0,0
lühitutvustus,2,-,-,7,1,0,0,0,0,0,0,1
lühiuudis,2,-,-,5,3,0,0,0,0,0,0,3
lükkama,-,183,1,3,6,1,0,0,0,1,0,4
lükkuma,-,12,3,-,0,0,0,0,0,0,0,0
lüli,-,5,5,-,0,0,0,0,0,0,0,0
lülitama,-,34,2,2,10,0,0,0,7,1,0,2
lüliti,1,7,5,-,0,0,0,0,0,0,0,0
lülituma,-,8,4,-,0,0,0,0,0,0,0,0
lünk,2,-,-,1,45,19,4,8,2,2,2,8
lüps,2,-,-,7,1,1,0,0,0,0,0,0
lüpsja,-,8,4,-,0,0,0,0,0,0,0,0
lüpsma,-,22,2,4,4,0,0,0,0,0,0,4
lütseum,1,6,5,-,0,0,0,0,0,0,0,0
lüüriline,-,5,5,-,0,0,0,0,0,0,0,0
ma-infinitiiv,3,-,-,4,4,0,0,0,4,0,0,0
ma-tegevusnimi,3,-,-,3,7,0,0,0,0,0,0,7
ma-vorm,3,-,-,7,1,0,0,0,0,0,1,0
maa,1,732,1,1,132,25,32,15,13,11,17,19
maa-ala,1,21,2,-,0,0,0,0,0,0,0,0
maa-alune,2,17,3,7,1,0,0,0,1,0,0,0
maadeavastamine,-,-,-,7,1,0,0,0,0,0,0,1
maadeuurija,-,-,-,6,2,0,0,0,0,0,0,2
maadleja,1,-,-,7,1,0,0,0,0,1,0,0
maadlema,-,14,3,3,7,0,0,0,1,1,0,5
maadligi,-,7,5,-,0,0,0,0,0,0,0,0
maadlus,2,6,5,3,6,0,0,0,0,6,0,0
maaelu,2,15,3,2,11,0,0,0,0,11,0,0
maagia,-,6,5,-,0,0,0,0,0,0,0,0
maagiline,-,9,4,-,0,0,0,0,0,0,0,0
maailm,3,649,1,1,128,23,15,22,7,15,19,27
maailma-sõda,2,-,-,7,1,0,1,0,0,0,0,0
maailmaime,3,-,-,6,2,0,0,0,0,0,2,0
maailmajagu,1,-,-,2,11,0,0,0,11,0,0,0
maailmakaart,1,-,-,7,1,0,0,0,0,0,1,0
maailmakuulus,-,6,5,7,1,0,0,0,0,0,0,1
maailmalõpp,3,-,-,7,1,0,0,1,0,0,0,0
maailmameister,1,38,2,6,2,0,0,0,1,1,0,0
maailmameistrivõistlus,2,-,-,5,3,0,0,0,0,0,0,3
maailmaorganisatsioon,2,-,-,6,2,0,0,0,2,0,0,0
maailmapank,2,-,-,7,1,0,0,0,0,0,0,1
maailmarekord,3,9,4,7,1,0,0,0,0,1,0,0
maailmarändur,1,-,-,7,1,0,0,0,0,0,0,1
maailmasõda,2,32,2,5,3,0,1,2,0,0,0,0
maailmatu,-,-,-,7,1,0,1,0,0,0,0,0
maailmaturg,-,6,5,-,0,0,0,0,0,0,0,0
maailmavaade,3,12,3,7,1,0,0,0,0,0,0,1
maainimene,1,15,3,7,1,0,0,0,0,0,0,1
maak,1,-,-,7,1,1,0,0,0,0,0,0
maakaart,-,5,5,-,0,0,0,0,0,0,0,0
maakeel,-,5,5,-,0,0,0,0,0,0,0,0
maakera,1,15,3,2,10,0,2,2,2,0,1,3
maakodu,1,-,-,7,1,0,0,1,0,0,0,0
maakoht,2,-,-,7,1,0,0,0,0,1,0,0
maakond,2,85,1,1,23,0,4,14,2,3,0,0
maakonnakeskus,1,5,5,-,0,0,0,0,0,0,0,0
maakool,1,7,5,7,1,1,0,0,0,0,0,0
maal,1,187,1,1,60,19,1,9,10,16,4,1
maal',-,-,-,7,1,1,0,0,0,0,0,0
maalahmakas,1,-,-,6,2,0,2,0,0,0,0,0
maalapp,1,-,-,6,2,0,2,0,0,0,0,0
maalaps,1,-,-,4,5,0,0,0,0,5,0,0
maaleht,1,-,-,7,1,0,0,0,1,0,0,0
maaler,1,-,-,7,1,0,1,0,0,0,0,0
maalija,1,14,3,-,0,0,0,0,0,0,0,0
maalikunst,2,13,3,-,0,0,0,0,0,0,0,0
maalikunstnik,1,-,-,7,1,0,0,0,1,0,0,0
maaliline,-,10,4,7,1,0,0,0,0,0,0,1
maalima,-,50,2,2,11,0,3,2,4,2,0,0
maalimine,2,-,-,7,1,0,0,0,0,0,0,1
maamees,-,14,3,-,0,0,0,0,0,0,0,0
maamuld,1,6,5,-,0,0,0,0,0,0,0,0
maamõõtja,-,5,5,-,0,0,0,0,0,0,0,0
maandama,-,5,5,-,0,0,0,0,0,0,0,0
maandamine,3,-,-,6,2,0,0,0,0,0,2,0
maanduma,-,32,2,3,6,5,0,0,0,0,1,0
maandumisraja,1,-,-,7,1,0,0,0,0,0,0,1
maantee,1,107,1,2,11,0,7,0,1,1,1,1
maaomand,2,5,5,-,0,0,0,0,0,0,0,0
maaomanik,-,5,5,-,0,0,0,0,0,0,0,0
maapealne,-,5,5,-,0,0,0,0,0,0,0,0
maapind,-,30,2,-,0,0,0,0,0,0,0,0
maarahust.tähtis,-,-,-,7,1,0,0,0,0,1,0,0
maarahvas,-,37,2,-,0,0,0,0,0,0,0,0
maarjamaa,1,10,4,5,3,0,0,1,2,0,0,0
maarjamõis,-,12,3,-,0,0,0,0,0,0,0,0
maarjas,1,-,-,6,2,0,0,0,0,0,2,0
maas,-,38,2,2,10,7,0,1,2,0,0,0
maasikamoos,1,-,-,2,11,10,1,0,0,0,0,0
maasikamüüja,1,-,-,7,1,0,0,1,0,0,0,0
maasikas,1,22,2,1,30,13,15,0,2,0,0,0
maastik,1,27,2,7,1,0,1,0,0,0,0,0
maastikukaitseala,1,-,-,7,1,0,0,0,0,0,1,0
maatasa,-,6,5,-,0,0,0,0,0,0,0,0
maateadus,3,-,-,7,1,0,0,1,0,0,0,0
maatükk,1,-,-,7,1,0,0,0,0,0,1,0
maavalitsus,2,33,2,-,0,0,0,0,0,0,0,0
maaväline,-,-,-,7,1,0,0,0,0,0,1,0
maavärin,2,-,-,4,4,0,0,0,0,0,4,0
madal,-,109,1,3,8,1,1,1,0,1,1,3
madalaim,-,7,5,-,0,0,0,0,0,0,0,0
madalal,-,8,4,6,2,0,0,0,0,1,0,1
madalale,-,6,5,-,0,0,0,0,0,0,0,0
madalalt,-,8,4,-,0,0,0,0,0,0,0,0
madalam,-,38,2,4,5,0,1,0,0,0,0,4
madalamal,-,5,5,-,0,0,0,0,0,0,0,0
madalamale,-,9,4,-,0,0,0,0,0,0,0,0
madalrõhkkond,2,13,3,5,3,0,0,0,0,0,0,3
made,1,11,4,5,3,3,0,0,0,0,0,0
madis,3,21,2,6,2,0,2,0,0,0,0,0
madonna,1,5,5,-,0,0,0,0,0,0,0,0
madrus,1,35,2,7,1,0,0,0,0,0,1,0
madu,1,28,2,3,7,2,0,0,0,1,0,4
maestro,1,22,2,-,0,0,0,0,0,0,0,0
maffia,1,8,4,-,0,0,0,0,0,0,0,0
magaja,-,13,3,-,0,0,0,0,0,0,0,0
magama,-,259,1,1,129,69,21,5,19,8,2,5
magamine,2,7,5,3,6,1,4,1,0,0,0,0
magamiskott,1,7,5,6,2,0,0,0,0,0,1,1
magamistuba,1,13,3,2,12,2,6,3,1,0,0,0
magamisvarustus,1,-,-,6,2,0,0,0,0,0,0,2
magasin,2,6,5,7,1,0,0,1,0,0,0,0
magav,-,14,3,7,1,0,0,0,0,0,1,0
magnetofon,1,-,-,4,4,2,2,0,0,0,0,0
magnetofonilint,1,-,-,7,1,1,0,0,0,0,0,0
magu,1,9,4,4,4,0,0,0,0,0,0,4
magus,-,48,2,2,16,8,4,2,0,1,0,1
magusalembene,-,-,-,7,1,0,0,0,0,1,0,0
magusalt,-,-,-,7,1,0,0,0,0,0,0,1
magusam,-,5,5,-,0,0,0,0,0,0,0,0
magusasti,-,-,-,4,4,3,0,0,1,0,0,0
magustoit,1,6,5,4,5,0,4,0,0,1,0,0
maha,-,631,1,1,50,10,4,4,3,0,5,24
mahajäetud,-,12,3,-,0,0,0,0,0,0,0,0
mahalööv,-,-,-,7,1,0,0,0,0,0,1,0
mahavõtmine,2,9,4,-,0,0,0,0,0,0,0,0
mahe,-,15,3,6,2,0,0,0,0,0,0,2
mahl,1,21,2,2,11,4,5,0,0,2,0,0
mahlajook,1,-,-,7,1,1,0,0,0,0,0,0
mahlakas,-,10,4,-,0,0,0,0,0,0,0,0
mahlane,-,-,-,6,2,0,0,0,1,1,0,0
maht,3,59,1,7,1,0,0,0,0,0,0,1
mahti,-,19,3,-,0,0,0,0,0,0,0,0
mahtuma,-,108,1,2,12,1,5,1,0,4,1,0
mahukas,-,15,3,7,1,0,0,0,0,0,0,1
mahutama,-,17,3,7,1,0,0,0,0,1,0,0
mahutamine,3,-,-,7,1,0,0,0,0,0,0,1
mai,2,92,1,2,14,2,3,0,0,5,1,3
maia,1,-,-,7,1,1,0,0,0,0,0,0
maid,-,5,5,-,0,0,0,0,0,0,0,0
maik,2,6,5,-,0,0,0,0,0,0,0,0
maikelluke,1,-,-,4,5,5,0,0,0,0,0,0
maikuu,2,23,2,7,1,0,0,0,0,1,0,0
mail,1,37,2,-,0,0,0,0,0,0,0,0
maimuke,1,6,5,-,0,0,0,0,0,0,0,0
maine,3,64,1,-,0,0,0,0,0,0,0,0
mainekas,-,-,-,5,3,0,0,0,0,0,0,3
mainima,-,58,1,7,1,0,0,0,0,0,0,1
mais,1,19,3,4,4,2,1,0,0,1,0,0
maisipuder,1,-,-,7,1,0,0,0,0,0,0,1
maismaa,1,-,-,6,2,0,0,0,0,0,1,1
mait,1,29,2,2,10,2,0,0,8,0,0,0
maitse,2,60,1,7,1,0,0,0,0,1,0,0
maitsekas,-,5,5,5,3,0,0,0,0,0,0,3
maitseroheline,-,-,-,7,1,0,0,1,0,0,0,0
maitsestama,-,13,3,6,2,0,0,2,0,0,0,0
maitsev,-,12,3,3,8,6,0,1,1,0,0,0
maitsma,-,39,2,1,57,49,2,1,0,2,2,1
maitsvam,-,-,-,6,2,0,0,0,0,2,0,0
maiustus,1,5,5,2,17,3,0,0,0,10,0,4
maja,1,794,1,1,93,23,26,8,15,6,8,7
majaelanik,1,11,4,-,0,0,0,0,0,0,0,0
majahoidja,1,5,5,-,0,0,0,0,0,0,0,0
majajuht,1,-,-,7,1,0,0,0,0,0,1,0
majakas,1,6,5,-,0,0,0,0,0,0,0,0
majakavaht,1,-,-,6,2,0,0,0,0,0,2,0
majake,1,14,3,6,2,0,2,0,0,0,0,0
majand,1,10,4,-,0,0,0,0,0,0,0,0
majandamine,2,-,-,7,1,0,1,0,0,0,0,0
majandus,3,129,1,5,3,0,0,0,0,0,1,2
majanduskriis,-,11,4,-,0,0,0,0,0,0,0,0
majanduslik,-,74,1,6,2,0,0,0,0,0,1,1
majanduslikult,-,20,3,-,0,0,0,0,0,0,0,0
majandusministeerium,2,28,2,-,0,0,0,0,0,0,0,0
majandusteadlane,1,5,5,-,0,0,0,0,0,0,0,0
majandusteema,3,-,-,7,1,0,0,0,0,0,0,1
majandusõpetus,2,-,-,7,1,0,0,0,0,0,0,1
majanumber,2,-,-,7,1,0,0,0,0,1,0,0
majaomanik,1,16,3,-,0,0,0,0,0,0,0,0
majaosa,2,-,-,7,1,0,1,0,0,0,0,0
majapidamine,2,17,3,7,1,0,0,0,1,0,0,0
majapidamis,2,-,-,7,1,0,0,0,1,0,0,0
majapidamisriist,1,-,-,7,1,0,0,0,1,0,0,0
majapidamistöö,2,-,-,6,2,0,0,0,1,0,1,0
majesteet,-,8,4,-,0,0,0,0,0,0,0,0
majonees,1,-,-,7,1,0,0,0,1,0,0,0
major,1,21,2,-,0,0,0,0,0,0,0,0
makaron,1,-,-,6,2,0,0,0,1,1,0,0
makaronisalat,1,-,-,6,2,0,0,0,0,0,0,2
makk,1,19,3,6,2,1,1,0,0,0,0,0
makrofleks,1,-,-,6,2,0,0,0,0,0,0,2
makrofleksi,1,-,-,6,2,0,0,0,0,0,0,2
maks,3,132,1,3,7,1,2,0,0,1,0,3
maks-lühend,3,-,-,7,1,0,0,0,0,0,1,0
maksev,-,-,-,6,2,0,0,0,0,0,0,2
maksimaalselt,-,11,4,-,0,0,0,0,0,0,0,0
maksimum,-,5,5,-,0,0,0,0,0,0,0,0
maksimumtemperatuur,3,-,-,7,1,0,0,0,0,0,0,1
maksja,2,-,-,7,1,0,0,0,0,0,0,1
maksma,-,669,1,1,75,14,22,2,4,5,5,23
maksmine,-,30,2,-,0,0,0,0,0,0,0,0
makstav,-,8,4,-,0,0,0,0,0,0,0,0
maksumus,3,-,-,7,1,0,0,0,0,0,0,1
maksuvaba,-,9,4,-,0,0,0,0,0,0,0,0
malbe,-,10,4,-,0,0,0,0,0,0,0,0
male,1,7,5,2,13,9,0,1,0,2,0,1
malelaud,1,6,5,-,0,0,0,0,0,0,0,0
malemäng,-,8,4,-,0,0,0,0,0,0,0,0
malend,1,6,5,-,0,0,0,0,0,0,0,0
maletaja,-,9,4,-,0,0,0,0,0,0,0,0
malev,-,18,3,-,0,0,0,0,0,0,0,0
malk,1,-,-,6,2,0,0,2,0,0,0,0
mall,3,14,3,1,86,80,2,0,0,0,4,0
malm,-,22,2,-,0,0,0,0,0,0,0,0
mamma,1,7,5,4,5,4,0,1,0,0,0,0
mammi,1,-,-,6,2,2,0,0,0,0,0,0
mammut,1,-,-,6,2,0,0,0,0,0,2,0
mamps,1,-,-,7,1,0,0,1,0,0,0,0
mamsel,-,-,-,7,1,1,0,0,0,0,0,0
man,-,7,5,-,0,0,0,0,0,0,0,0
manama,-,19,3,-,0,0,0,0,0,0,0,0
mandariin,1,-,-,4,4,4,0,0,0,0,0,0
maneer,3,9,4,-,0,0,0,0,0,0,0,0
mango,1,-,-,7,1,0,0,0,0,0,0,1
manguma,-,8,4,-,0,0,0,0,0,0,0,0
manipulatsioon,3,6,5,-,0,0,0,0,0,0,0,0
manitsema,-,15,3,-,0,0,0,0,0,0,0,0
mann,1,14,3,6,2,1,0,1,0,0,0,0
mannapuder,1,-,-,6,2,0,1,0,0,1,0,0
mannekeen,1,-,-,7,1,0,0,0,0,0,0,1
manner,1,14,3,3,9,0,0,1,1,0,5,2
mannetu,-,5,5,-,0,0,0,0,0,0,0,0
mantel,1,93,1,2,21,10,7,1,0,1,0,2
manu,-,11,4,-,0,0,0,0,0,0,0,0
manööver,2,7,5,6,2,0,0,0,0,0,2,0
maraton,2,-,-,7,1,0,0,1,0,0,0,0
mardikas,1,-,-,3,6,0,0,0,0,6,0,0
mardilaud,2,-,-,7,1,1,0,0,0,0,0,0
mardimask,1,-,-,5,3,3,0,0,0,0,0,0
mardipäev,2,-,-,2,11,9,2,0,0,0,0,0
mardipäevapilt,2,-,-,7,1,1,0,0,0,0,0,0
mardiriie,3,-,-,7,1,1,0,0,0,0,0,0
mardisant,1,-,-,1,25,25,0,0,0,0,0,0
mardiõhtu,2,-,-,7,1,1,0,0,0,0,0,0
mare@hot.com,-,-,-,7,1,1,0,0,0,0,0,0
margariin,1,6,5,7,1,0,0,0,0,1,0,0
mari,1,97,1,1,60,16,16,17,1,6,4,0
marineerima,-,6,5,-,0,0,0,0,0,0,0,0
marjakorv,1,-,-,4,5,5,0,0,0,0,0,0
mark,1,129,1,4,5,0,1,1,0,0,0,3
markeerima,-,6,5,-,0,0,0,0,0,0,0,0
marmelaad,1,-,-,4,5,4,1,0,0,0,0,0
marmor,1,-,-,7,1,0,0,0,0,0,1,0
marmortahvel,1,-,-,7,1,0,0,0,0,0,1,0
marsruut,2,8,4,4,5,0,0,0,0,0,3,2
marss,2,13,3,7,1,0,0,0,0,0,1,0
marssija,1,6,5,-,0,0,0,0,0,0,0,0
marssima,-,22,2,4,5,5,0,0,0,0,0,0
mart,1,92,1,1,45,24,16,3,1,1,0,0
martsipan,1,-,-,6,2,0,0,0,0,1,0,1
maru,2,19,3,6,2,0,0,0,2,0,0,0
marutaud,2,9,4,5,3,0,3,0,0,0,0,0
mas,-,-,-,3,6,0,0,0,0,0,2,4
mas-vorm,3,-,-,4,5,0,0,0,0,0,1,4
masendama,-,8,4,-,0,0,0,0,0,0,0,0
masendus,3,10,4,-,0,0,0,0,0,0,0,0
masin,1,98,1,2,10,1,0,0,3,2,4,0
masinakirjutaja,1,-,-,6,2,0,0,0,0,2,0,0
masinatöö,2,-,-,7,1,0,0,0,1,0,0,0
masinavärk,1,8,4,-,0,0,0,0,0,0,0,0
mask,1,34,2,2,14,7,0,0,0,0,1,6
maskott,1,-,-,5,3,0,0,0,0,0,0,3
mass,2,32,2,6,2,0,0,0,1,1,0,0
masseerima,-,-,-,7,1,0,0,0,0,0,1,0
massiivne,-,8,4,-,0,0,0,0,0,0,0,0
massiline,-,18,3,-,0,0,0,0,0,0,0,0
massiliselt,-,10,4,-,0,0,0,0,0,0,0,0
massitoode,3,-,-,7,1,0,0,0,0,1,0,0
mast,1,21,2,3,8,0,0,0,0,0,2,6
mast-ja,-,-,-,7,1,0,0,0,0,0,0,1
mast-vorm,3,-,-,6,2,0,0,0,0,0,1,1
mastaap,3,8,4,-,0,0,0,0,0,0,0,0
mata-lühend,3,-,-,7,1,0,0,0,0,0,1,0
mata-vorm,3,-,-,2,16,0,0,0,0,0,3,13
mate,3,-,-,7,1,1,0,0,0,0,0,0
matemaatika,3,25,2,1,35,10,11,8,2,2,0,2
matemaatikatund,2,-,-,3,6,4,2,0,0,0,0,0
matemaatiline,-,5,5,-,0,0,0,0,0,0,0,0
materiaalne,-,16,3,-,0,0,0,0,0,0,0,0
materiaalselt,-,-,-,7,1,0,0,0,0,0,0,1
materjal,1,89,1,1,30,0,0,4,4,4,11,7
matk,2,16,3,1,38,6,0,0,19,0,5,8
matkaja,1,-,-,2,11,0,0,0,6,0,0,5
matkakaaslane,1,-,-,7,1,0,0,0,1,0,0,0
matkalaul,2,-,-,6,2,0,0,0,2,0,0,0
matkama,-,-,-,2,16,7,1,1,4,0,3,0
matkamarsruut,2,-,-,7,1,0,0,0,1,0,0,0
matkamine,2,-,-,5,3,0,0,2,1,0,0,0
matkapalavik,2,-,-,7,1,0,0,0,1,0,0,0
matkaplaan,3,-,-,7,1,0,0,0,1,0,0,0
matkapäev,3,-,-,7,1,0,0,0,1,0,0,0
matkarada,1,-,-,7,1,0,0,0,0,0,0,1
matkaraja,1,-,-,7,1,0,0,1,0,0,0,0
matkasaabas,1,-,-,6,2,0,0,0,1,0,0,1
matkasõnavara,3,-,-,7,1,0,0,0,1,0,0,0
matkatelk,1,-,-,7,1,0,0,0,0,0,1,0
matkavarustus,1,-,-,7,1,0,0,0,0,0,1,0
matkima,-,5,5,6,2,0,0,0,2,0,0,0
matma,-,105,1,3,6,0,0,0,0,0,0,6
matmine,-,9,4,-,0,0,0,0,0,0,0,0
mats,1,19,3,-,0,0,0,0,0,0,0,0
matt,1,21,2,3,9,4,0,0,0,0,0,5
mattuma,-,12,3,-,0,0,0,0,0,0,0,0
matus,2,57,1,6,2,0,0,1,0,0,0,1
mausoleum,1,5,5,-,0,0,0,0,0,0,0,0
mda,-,-,-,7,1,1,0,0,0,0,0,0
medal,1,40,2,3,9,0,0,0,4,4,0,1
medaliarve,3,-,-,7,1,0,0,0,0,0,1,0
meditsiin,3,15,3,-,0,0,0,0,0,0,0,0
meditsiiniasutus,1,-,-,7,1,0,0,0,0,0,0,1
meditsiiniline,-,9,4,-,0,0,0,0,0,0,0,0
meditsiinitudeng,1,-,-,7,1,0,0,0,0,0,0,1
meditsiiniõde,1,10,4,-,0,0,0,0,0,0,0,0
meede,3,18,3,-,0,0,0,0,0,0,0,0
meedia,3,-,-,6,2,0,0,0,0,0,2,0
meedik,1,11,4,-,0,0,0,0,0,0,0,0
meedli,-,-,-,7,1,0,1,0,0,0,0,0
meedlib,-,-,-,7,1,0,1,0,0,0,0,0
meekook,1,-,-,7,1,1,0,0,0,0,0,0
meel,3,500,1,1,142,56,11,19,28,8,10,10
meel-dib,-,-,-,7,1,1,0,0,0,0,0,0
meeldejätmine,-,-,-,2,11,0,0,0,11,0,0,0
meeldejääv,-,-,-,6,2,0,0,0,0,0,0,2
meeldejäävam,-,-,-,6,2,0,0,0,0,1,0,1
meeldetuletus,2,18,3,7,1,0,0,0,1,0,0,0
meeldima,-,282,1,1,443,156,61,66,36,38,59,27
meeldiv,-,72,1,2,18,1,1,1,4,2,4,5
meeldivad-hiir,-,-,-,7,1,0,0,0,1,0,0,0
meeldivalt,-,14,3,7,1,0,0,1,0,0,0,0
meeldivam,-,-,-,5,3,1,0,0,0,0,2,0
meeldivus,3,-,-,7,1,0,0,0,0,0,0,1
meelega,-,21,2,4,5,4,0,0,0,0,0,1
meelehea,-,5,5,-,0,0,0,0,0,0,0,0
meeleheide,-,14,3,-,0,0,0,0,0,0,0,0
meeleheitlik,-,9,4,-,0,0,0,0,0,0,0,0
meeleheitlikult,-,10,4,-,0,0,0,0,0,0,0,0
meelehärm,-,5,5,-,0,0,0,0,0,0,0,0
meelekindlus,3,5,5,-,0,0,0,0,0,0,0,0
meelelahutus,3,15,3,5,3,0,0,1,0,0,1,1
meelelahutuslisa,3,-,-,7,1,0,0,0,0,0,0,1
meelelahutusviis,3,-,-,7,1,0,0,0,0,0,1,0
meelelahutusüritus,2,-,-,3,7,0,0,0,0,0,3,4
meeleldi,-,17,3,-,0,0,0,0,0,0,0,0
meelemürk,2,6,5,-,0,0,0,0,0,0,0,0
meeleolu,3,48,2,2,11,0,0,2,7,0,0,2
meelepaha,3,6,5,-,0,0,0,0,0,0,0,0
meelepärane,-,12,3,6,2,0,0,0,0,0,0,2
meelespea,1,-,-,2,12,1,0,0,6,1,0,4
meelest,-,92,1,2,20,1,0,1,6,4,4,4
meelestama,-,9,4,-,0,0,0,0,0,0,0,0
meeletu,-,34,2,-,0,0,0,0,0,0,0,0
meeletult,-,9,4,6,2,0,0,0,0,2,0,0
meelevald,-,10,4,-,0,0,0,0,0,0,0,0
meelispaik,2,-,-,7,1,0,0,0,0,0,1,0
meelitaja,2,-,-,6,2,0,0,0,0,0,0,2
meelitama,-,53,1,4,4,0,0,1,1,0,1,1
meelsamini,-,10,4,7,1,0,0,1,0,0,0,0
meelsasti,-,15,3,4,4,0,0,0,0,1,1,2
meeltmööda,-,8,4,7,1,0,0,0,0,0,0,1
meene,1,42,2,-,0,0,0,0,0,0,0,0
meenuma,-,111,1,4,5,0,2,2,1,0,0,0
meenutama,-,265,1,2,17,3,5,3,2,2,1,1
meenutamine,2,9,4,-,0,0,0,0,0,0,0,0
meenutav,-,11,4,-,0,0,0,0,0,0,0,0
meenutus,-,15,3,-,0,0,0,0,0,0,0,0
meer,1,-,-,7,1,1,0,0,0,0,0,0
mees,1,2406,1,1,93,3,3,7,25,1,15,39
meesarst,1,-,-,7,1,0,0,0,0,0,0,1
meesdiktor,1,-,-,7,1,0,0,0,0,0,0,1
meesgünekoloog,2,-,-,7,1,0,0,0,0,0,0,1
meesjuuksur,1,-,-,7,1,0,0,0,0,0,0,1
meeskond,2,177,1,4,4,0,0,0,0,0,4,0
meeskonnakaaslane,1,-,-,7,1,0,0,0,0,1,0,0
meeskonnaliige,1,5,5,-,0,0,0,0,0,0,0,0
meeskonnasõit,2,-,-,7,1,0,0,0,0,1,0,0
meeslaulja,1,-,-,7,1,0,0,0,0,0,1,0
meessugu,1,5,5,-,0,0,0,0,0,0,0,0
meesterahvas,1,21,2,-,0,0,0,0,0,0,0,0
meeter,2,170,1,1,28,9,6,4,0,1,6,2
meetod,-,54,1,-,0,0,0,0,0,0,0,0
mehaaniline,-,8,4,5,3,0,0,0,0,3,0,0
mehekukal,1,-,-,7,1,0,0,0,0,0,0,1
mehelik,-,17,3,-,0,0,0,0,0,0,0,0
mehelikkus,3,5,5,-,0,0,0,0,0,0,0,0
mehhanism,2,20,3,-,0,0,0,0,0,0,0,0
mehhiko,-,6,5,-,0,0,0,0,0,0,0,0
mehike,1,6,5,7,1,0,0,1,0,0,0,0
mehikene,-,16,3,-,0,0,0,0,0,0,0,0
mehine,-,12,3,-,0,0,0,0,0,0,0,0
meiepoolne,-,7,5,-,0,0,0,0,0,0,0,0
meierei,1,6,5,-,0,0,0,0,0,0,0,0
meik,2,-,-,3,6,0,0,0,0,0,4,2
meikima,-,-,-,6,2,0,0,0,0,0,1,1
meil,2,754,1,1,176,108,15,8,15,5,13,12
meiliaadress,2,-,-,4,4,1,2,0,0,1,0,0
meister,1,58,1,6,2,0,0,0,0,0,1,1
meisterdama,-,19,3,2,10,4,3,1,1,0,0,1
meisterdetektiiv,1,-,-,7,1,0,1,0,0,0,0,0
meka,1,-,-,7,1,0,0,0,0,0,0,1
melanhoolne,-,6,5,-,0,0,0,0,0,0,0,0
meloodia,2,-,-,5,3,0,0,0,0,0,3,0
memm,1,7,5,4,4,4,0,0,0,0,0,0
menetlus,3,12,3,-,0,0,0,0,0,0,0,0
mentaliteet,3,12,3,-,0,0,0,0,0,0,0,0
menu,3,6,5,4,4,0,0,0,0,0,4,0
menukas,-,5,5,-,0,0,0,0,0,0,0,0
menüü,1,6,5,1,26,0,15,1,0,5,0,5
merehäda,2,-,-,6,2,0,2,0,0,0,0,0
merehädaline,1,-,-,6,2,0,2,0,0,0,0,0
merekohin,2,-,-,7,1,0,0,0,1,0,0,0
merekool,1,6,5,7,1,0,0,1,0,0,0,0
merelaevandus,-,5,5,-,0,0,0,0,0,0,0,0
mereline,-,-,-,7,1,0,0,0,0,0,1,0
mereloom,1,-,-,7,1,0,0,0,0,1,0,0
meremaalija,1,-,-,7,1,0,0,0,1,0,0,0
meremees,1,31,2,7,1,0,0,1,0,0,0,0
meremehelugu,3,-,-,7,1,0,0,0,0,0,1,0
meremiil,2,-,-,7,1,0,0,0,0,0,1,0
meremuuseum,1,-,-,6,2,0,0,0,0,0,0,2
merepind,2,-,-,7,1,0,0,0,0,0,0,1
merepoi,1,-,-,7,1,0,1,0,0,0,0,0
mererand,1,10,4,6,2,0,0,0,1,0,0,1
merereis,2,-,-,4,5,0,0,0,0,0,5,0
mereröövel,1,-,-,4,5,0,0,0,5,0,0,0
meresaar,1,-,-,7,1,0,0,1,0,0,0,0
meresõit,2,-,-,7,1,0,0,0,0,0,0,1
meresõitja,1,5,5,4,4,0,0,0,0,0,3,1
meretuul,2,6,5,-,0,0,0,0,0,0,0,0
merevaade,2,-,-,7,1,0,0,0,0,0,0,1
merevaigumaa,1,-,-,7,1,0,0,1,0,0,0,0
merevesi,-,5,5,-,0,0,0,0,0,0,0,0
merevägi,1,9,4,-,0,0,0,0,0,0,0,0
mereäär,1,-,-,7,1,0,0,0,0,0,0,1
meri,1,269,1,1,76,32,7,11,10,5,6,5
merihobuke,1,-,-,7,1,0,0,0,1,0,0,0
merilaas,1,-,-,6,2,2,0,0,0,0,0,0
merineid,3,-,-,7,1,0,0,1,0,0,0,0
merisiga,1,-,-,2,13,13,0,0,0,0,0,0
meritsi,-,-,-,7,1,0,0,0,0,0,1,0
meritäht,1,-,-,7,1,0,0,0,1,0,0,0
meriväli,-,12,3,-,0,0,0,0,0,0,0,0
merivälja-tädi,1,-,-,7,1,0,0,1,0,0,0,0
mes,-,11,4,-,0,0,0,0,0,0,0,0
mesi,1,121,1,2,22,15,2,1,1,1,1,1
mesikäpp,3,-,-,7,1,0,0,0,0,1,0,0
mesilane,1,16,3,2,20,10,1,0,2,4,2,1
mesilasvaha,1,-,-,7,1,0,0,0,0,0,0,1
mesinik,1,-,-,7,1,1,0,0,0,0,0,0
